	modal	service	duration	km_category	route_id	capture_time	city	image_id
28	ridesharing	UberBlack	9	2.5	355030815000030355030815000059	2020-08-02 03:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-17_1596349036.png
29	ridesharing	99Pop	11	2.5	355030815000030355030815000059	2020-08-02 03:18:13	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-18_1596349093.png
30	ridesharing	UberX	8	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
31	ridesharing	UberComfort	8	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
32	ridesharing	UberBlack	8	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
33	ridesharing	UberBag	8	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
34	ridesharing	UberBlack	8	2.5	355030815000030355030815000059	2020-08-02 05:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-17_1596356237.png
35	ridesharing	99Pop	21	9.0	355030815000030355030871000035	2020-08-02 09:24:54	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-24_1596371094.png
36	ridesharing	99Pop	21	9.0	355030815000030355030871000035	2020-08-02 11:10:40	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_11-10_1596377440.png
37	ridesharing	99Pop	17	9.0	355030838000198355030815000002	2020-08-02 13:54:11	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000002_2020-08-02_13-54_1596387251.png
38	ridesharing	99Pop	20	9.0	355030838000198355030815000085	2020-08-02 12:07:50	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_12-07_1596380870.png
39	ridesharing	99Pop	20	9.0	355030838000198355030815000085	2020-08-02 13:03:51	sp	./volume_sp/images/app/app_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_13-03_1596384231.png
40	ridesharing	UberX	13	1.5	355030871000079355030871000123	2020-08-02 12:10:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_12-10_1596381044.png
41	ridesharing	UberComfort	13	1.5	355030871000079355030871000123	2020-08-02 12:10:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_12-10_1596381044.png
42	ridesharing	UberFlash	13	1.5	355030871000079355030871000123	2020-08-02 12:10:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_12-10_1596381044.png
43	ridesharing	UberJuntos	13	1.5	355030871000079355030871000123	2020-08-02 12:10:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_12-10_1596381044.png
44	ridesharing	UberX	13	1.5	355030871000079355030871000123	2020-08-02 13:06:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_13-06_1596384406.png
45	ridesharing	UberComfort	13	1.5	355030871000079355030871000123	2020-08-02 13:06:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_13-06_1596384406.png
46	ridesharing	UberFlash	13	1.5	355030871000079355030871000123	2020-08-02 13:06:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_13-06_1596384406.png
47	ridesharing	UberJuntos	13	1.5	355030871000079355030871000123	2020-08-02 13:06:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_1.5_355030871000079355030871000123_2020-08-02_13-06_1596384406.png
48	ridesharing	UberX	36	10.0	355030871000079355030838000207	2020-08-02 12:44:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.0_355030871000079355030838000207_2020-08-02_12-44_1596383084.png
49	ridesharing	UberComfort	36	10.0	355030871000079355030838000207	2020-08-02 12:44:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.0_355030871000079355030838000207_2020-08-02_12-44_1596383084.png
50	ridesharing	UberFlash	36	10.0	355030871000079355030838000207	2020-08-02 12:44:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.0_355030871000079355030838000207_2020-08-02_12-44_1596383084.png
51	ridesharing	UberJuntos	36	10.0	355030871000079355030838000207	2020-08-02 12:44:44	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.0_355030871000079355030838000207_2020-08-02_12-44_1596383084.png
52	ridesharing	UberX	23	10.5	355030815000030355030871000063	2020-08-02 02:36:20	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_02-36_1596346580.png
53	ridesharing	UberComfort	23	10.5	355030815000030355030871000063	2020-08-02 02:36:20	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_02-36_1596346580.png
54	ridesharing	UberX	1282	10.5	355030815000030355030871000063	2020-08-02 03:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_03-40_1596350446.png
55	ridesharing	UberComfort	22	10.5	355030815000030355030871000063	2020-08-02 03:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_03-40_1596350446.png
56	ridesharing	UberBlack	23	10.5	355030815000030355030871000063	2020-08-02 03:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_03-40_1596350446.png
57	ridesharing	UberBag	25	10.5	355030815000030355030871000063	2020-08-02 03:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_03-40_1596350446.png
58	ridesharing	UberX	24	10.5	355030815000030355030871000063	2020-08-02 04:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-40_1596354046.png
59	ridesharing	UberComfort	24	10.5	355030815000030355030871000063	2020-08-02 04:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-40_1596354046.png
60	ridesharing	UberBlack	24	10.5	355030815000030355030871000063	2020-08-02 04:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-40_1596354046.png
61	ridesharing	UberBag	24	10.5	355030815000030355030871000063	2020-08-02 04:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-40_1596354046.png
62	ridesharing	UberX	26	10.5	355030815000030355030871000063	2020-08-02 05:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-40_1596357646.png
63	ridesharing	UberComfort	26	10.5	355030815000030355030871000063	2020-08-02 05:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-40_1596357646.png
64	ridesharing	UberBlack	26	10.5	355030815000030355030871000063	2020-08-02 05:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-40_1596357646.png
65	ridesharing	UberBag	26	10.5	355030815000030355030871000063	2020-08-02 05:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-40_1596357646.png
66	ridesharing	UberX	984	10.5	355030815000030355030871000063	2020-08-02 07:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-40_1596364846.png
67	ridesharing	UberComfort	25	10.5	355030815000030355030871000063	2020-08-02 07:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-40_1596364846.png
68	ridesharing	UberFlash	24	10.5	355030815000030355030871000063	2020-08-02 07:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-40_1596364846.png
69	ridesharing	UberBlack	26	10.5	355030815000030355030871000063	2020-08-02 07:40:46	sp	./volume_sp/images/app/uber_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-40_1596364846.png
70	ridesharing	UberX	21	11.0	355030815000030355030871000083	2020-08-02 02:43:08	sp	./volume_sp/images/app/uber_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_02-43_1596346988.png
71	ridesharing	UberComfort	21	11.0	355030815000030355030871000083	2020-08-02 02:43:08	sp	./volume_sp/images/app/uber_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_02-43_1596346988.png
72	ridesharing	UberBlack	21	11.0	355030815000030355030871000083	2020-08-02 02:43:08	sp	./volume_sp/images/app/uber_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_02-43_1596346988.png
73	ridesharing	99Pop	23	10.5	355030815000030355030871000063	2020-08-02 05:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_05-17_1596356248.png
74	ridesharing	99Comfort	23	10.5	355030815000030355030871000063	2020-08-02 05:17:28	sp	./volume_sp/images/app/app_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_05-17_1596356248.png
75	ridesharing	99Pop	28	11.5	355030838000198355030871000073	2020-08-02 02:19:50	sp	./volume_sp/images/app/app_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_02-19_1596345590.png
76	ridesharing	99Comfort	28	11.5	355030838000198355030871000073	2020-08-02 02:19:50	sp	./volume_sp/images/app/app_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_02-19_1596345590.png
77	ridesharing	99Pop	27	13.0	355030838000198355030871000016	2020-08-02 11:24:16	sp	./volume_sp/images/app/app_v0_236d8c96_13.0_355030838000198355030871000016_2020-08-02_11-24_1596378256.png
78	ridesharing	99Pop	31	13.5	355030838000198355030871000087	2020-08-02 02:26:38	sp	./volume_sp/images/app/app_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_02-26_1596345998.png
79	ridesharing	99Comfort	31	13.5	355030838000198355030871000087	2020-08-02 02:26:38	sp	./volume_sp/images/app/app_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_02-26_1596345998.png
80	ridesharing	99Pop	31	14.5	355030838000198355030871000090	2020-08-02 02:33:26	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_02-33_1596346406.png
81	ridesharing	99Comfort	31	14.5	355030838000198355030871000090	2020-08-02 02:33:26	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_02-33_1596346406.png
82	ridesharing	99Pop	32	14.5	355030838000198355030871000090	2020-08-02 11:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_11-37_1596379072.png
83	ridesharing	99Pop	10	1.0	355030838000198355030838000195	2020-08-02 02:06:14	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_02-06_1596344774.png
84	ridesharing	99Comfort	10	1.0	355030838000198355030838000195	2020-08-02 02:06:14	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_02-06_1596344774.png
85	ridesharing	99Pop	11	1.0	355030838000198355030838000195	2020-08-02 03:10:39	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_03-10_1596348639.png
86	ridesharing	99Comfort	11	1.0	355030838000198355030838000195	2020-08-02 03:10:39	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_03-10_1596348639.png
87	ridesharing	99Pop	11	1.0	355030838000198355030838000195	2020-08-02 04:10:40	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_04-10_1596352240.png
88	ridesharing	99Comfort	11	1.0	355030838000198355030838000195	2020-08-02 04:10:40	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_04-10_1596352240.png
89	ridesharing	99Pop	11	1.0	355030838000198355030838000195	2020-08-02 05:10:40	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_05-10_1596355840.png
90	ridesharing	99Comfort	11	1.0	355030838000198355030838000195	2020-08-02 05:10:40	sp	./volume_sp/images/app/app_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_05-10_1596355840.png
91	ridesharing	99Pop	7	2.5	355030815000030355030815000059	2020-08-02 12:14:38	sp	./volume_sp/images/app/app_v0_8369c0d9_2.5_355030815000030355030815000059_2020-08-02_12-14_1596381278.png
92	ridesharing	99Pop	7	2.5	355030815000030355030815000059	2020-08-02 13:10:39	sp	./volume_sp/images/app/app_v0_8369c0d9_2.5_355030815000030355030815000059_2020-08-02_13-10_1596384639.png
93	ridesharing	99Pop	8	3.0	355030815000030355030815000028	2020-08-02 13:47:23	sp	./volume_sp/images/app/app_v0_8369c0d9_3.0_355030815000030355030815000028_2020-08-02_13-47_1596386843.png
94	ridesharing	99Pop	11	3.0	355030815000030355030815000138	2020-08-02 01:53:13	sp	./volume_sp/images/app/app_v0_8369c0d9_3.0_355030815000030355030815000138_2020-08-02_01-53_1596343993.png
95	ridesharing	99Comfort	11	3.0	355030815000030355030815000138	2020-08-02 01:53:13	sp	./volume_sp/images/app/app_v0_8369c0d9_3.0_355030815000030355030815000138_2020-08-02_01-53_1596343993.png
96	ridesharing	99Pop	9	3.5	355030815000030355030815000010	2020-08-02 12:21:26	sp	./volume_sp/images/app/app_v0_8369c0d9_3.5_355030815000030355030815000010_2020-08-02_12-21_1596381686.png
97	ridesharing	99Pop	9	2.0	355030815000030355030815000057	2020-08-02 03:18:21	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
98	ridesharing	99Comfort	9	2.0	355030815000030355030815000057	2020-08-02 03:18:21	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_03-18_1596349101.png
99	ridesharing	99Pop	9	2.0	355030815000030355030815000057	2020-08-02 04:18:22	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
100	ridesharing	99Comfort	9	2.0	355030815000030355030815000057	2020-08-02 04:18:22	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_04-18_1596352702.png
101	ridesharing	99Pop	10	2.0	355030815000030355030815000057	2020-08-02 05:17:27	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
102	ridesharing	99Comfort	10	2.0	355030815000030355030815000057	2020-08-02 05:17:27	sp	./volume_sp/images/app/app_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-17_1596356247.png
103	ridesharing	UberX	10	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
104	ridesharing	UberComfort	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
105	ridesharing	UberBlack	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
106	ridesharing	UberBag	12	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
107	ridesharing	UberBlack	14	3.0	355030815000030355030815000138	2020-08-02 01:53:58	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_01-53_1596344038.png
108	ridesharing	99Pop	11	3.0	355030815000030355030815000138	2020-08-02 09:31:31	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_09-31_1596371491.png
109	ridesharing	99Pop	8	3.0	355030815000030355030815000138	2020-08-02 11:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030815000030355030815000138_2020-08-02_11-17_1596377837.png
110	ridesharing	99Pop	15	3.0	355030838000198355030838000005	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-12_1596345171.png
111	ridesharing	99Comfort	15	3.0	355030838000198355030838000005	2020-08-02 02:12:51	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-12_1596345171.png
112	ridesharing	UberX	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
113	ridesharing	UberComfort	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
114	ridesharing	UberBlack	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
115	ridesharing	UberBag	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
116	ridesharing	UberBlack	17	3.0	355030838000198355030838000005	2020-08-02 02:13:47	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_02-13_1596345227.png
117	ridesharing	99Pop	13	3.0	355030838000198355030838000005	2020-08-02 03:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_03-17_1596349037.png
118	ridesharing	99Comfort	13	3.0	355030838000198355030838000005	2020-08-02 03:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_03-17_1596349037.png
119	ridesharing	99Pop	14	3.0	355030838000198355030838000005	2020-08-02 04:17:17	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_04-17_1596352637.png
120	ridesharing	99Pop	14	3.0	355030838000198355030838000005	2020-08-02 05:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-17_1596356236.png
121	ridesharing	99Comfort	14	3.0	355030838000198355030838000005	2020-08-02 05:17:16	sp	./volume_sp/images/app/app_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-17_1596356236.png
122	ridesharing	99Pop	30	14.5	355030838000198355030871000090	2020-08-02 03:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-37_1596350272.png
123	ridesharing	99Comfort	30	14.5	355030838000198355030871000090	2020-08-02 03:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-37_1596350272.png
124	ridesharing	99Pop	31	14.5	355030838000198355030871000090	2020-08-02 04:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-37_1596353872.png
125	ridesharing	99Comfort	31	14.5	355030838000198355030871000090	2020-08-02 04:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-37_1596353872.png
126	ridesharing	99Pop	31	14.5	355030838000198355030871000090	2020-08-02 05:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-37_1596357472.png
127	ridesharing	99Comfort	31	14.5	355030838000198355030871000090	2020-08-02 05:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-37_1596357472.png
128	ridesharing	99Pop	29	14.5	355030838000198355030871000090	2020-08-02 06:37:52	sp	./volume_sp/images/app/app_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_06-37_1596361072.png
129	ridesharing	UberX	16	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
130	ridesharing	UberComfort	18	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
131	ridesharing	UberBlack	17	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
132	ridesharing	UberBag	13	3.5	355030871000079355030815000020	2020-08-02 03:26:58	sp	./volume_sp/images/app/uber_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_03-26_1596349618.png
